longitude,latitude
-74.1425991822,40.5382173058
-73.8256653111,40.811947758
-74.103588668,40.6394215448
-74.0645047029,40.6035177182
-74.1569681455,40.5471478427
-73.9697430619,40.627922591
-73.9581575523,40.7619123364
-73.8098709018,40.7513841968
-73.7462109593,40.7261798536
-73.902593385,40.5955170767
-73.8811227248,40.5935394637
-74.2119026919,40.5435520268
-73.8787853645,40.5648613529
-73.9764260167,40.6458087679
-73.8911683039,40.7232237742
-73.7697317864,40.6777513914
-73.7352891025,40.7065771488
-73.9184891004,40.7124832123
-73.9471485919,40.6973309592
-74.0022634466,40.7405715852
-73.9734382216,40.7533612699
-73.8957224143,40.6071532863
-73.9719455572,40.659403426
-74.110815159,40.6079390356
-73.7626382338,40.5945132681
-73.932472264,40.8115453179
-74.1161426174,40.5547939145
-74.1466525191,40.5734185069
-73.9240521261,40.6844329501
-74.2348952559,40.5388074537
-74.1083041492,40.6333443261
-73.9213434275,40.8806575471
-73.7954183107,40.7574329458
-73.8158816808,40.6206792868
-74.1084685436,40.555327062
-74.2134682132,40.5206628583
-73.9417072734,40.6441790436
-74.1247785052,40.6355885491
-73.8392794942,40.8909101763
-74.1639190739,40.5681492704
-73.7979727363,40.7390308497
-73.9476184154,40.6559695315
-73.8816652752,40.7445626943
-74.1434356882,40.6336404024
-73.7605963198,40.6886306628
-73.8664020512,40.8868643214
-73.8616560065,40.8872947383
-73.8919574837,40.7329247084
-73.9262944519,40.8598915443
-73.7397968827,40.7506009197
-73.9141533798,40.6540660022
-74.1148075337,40.6362009757
-73.8766429729,40.883360419
-73.7845379485,40.7050257505
-73.7937667274,40.7076030567
-73.8604921698,40.671682312
-73.7516996513,40.719505996
-74.1520608501,40.5363504636
-73.8060879954,40.8185569031
-73.8956576569,40.8357828639
-73.8813590528,40.5819961586
-73.8531929364,40.8591011885
-74.1987511779,40.6215790957
-73.8202582799,40.727820462
-74.2423782804,40.5468167268
-73.8048381024,40.8825933613
-73.9382352155,40.7475021222
-73.9638102732,40.781695304
-73.8375710726,40.8488830315
-74.1557139754,40.5799221512
-74.2030848445,40.5429246035
-73.7733752863,40.7071697427
-73.8998013116,40.9063994614
-73.998990946,40.759196364
-73.8871251469,40.9012950596
-73.7939619801,40.7861462231
-73.9733153436,40.7615505832
-73.8963047902,40.8862515528
-74.1084506607,40.587651315
-73.8860179924,40.563657265
-73.9833077719,40.6942075604
-73.8550155924,40.5753846885
-74.1101932583,40.6297561064
-73.9861682635,40.7598756479
-73.8777608673,40.8297758248
-73.9891769366,40.6695571415
-73.8285907025,40.6256794131
-73.7233139607,40.7643696755
-73.8531379492,40.7085056384
-74.17332145,40.6409686325
-73.8779180179,40.6575065159
-73.9516165337,40.7480112935
-73.9031748903,40.6807602993
-73.9504832847,40.8000764277
-73.9386861866,40.6494666779
-73.7983416882,40.8658247833
-73.8996185498,40.824100974
-74.2119545663,40.5333038885
-73.9113762028,40.6218770866
-73.8342595493,40.7826622877
-73.8268283247,40.7280607547
-73.8490669253,40.8674042229
-73.8992644174,40.8786072871
-73.9937213602,40.578632703
-73.9371809447,40.6894051309
-74.1119948345,40.5626676485
-73.9527264035,40.8181768686
-74.0740964313,40.5907612707
-74.1920536932,40.5568547361
-73.944138971,40.5957417248
-74.1029828253,40.6076317395
-73.9981858232,40.6610114221
-73.8519061399,40.9051689721
-73.9339039463,40.7654693019
-73.9556278681,40.5952537515
-73.8748438796,40.6747224305
-73.9759341537,40.7457565599
-73.9186809568,40.7579294803
-73.9572349599,40.6449481831
-73.881670975,40.8920976921
-74.1483376576,40.5906560887
-73.9188450228,40.552221623
-73.777404396,40.671438199
-74.1240401764,40.6070780734
-73.9976875458,40.6544790722
-73.9691664399,40.7748405021
-73.8015200262,40.6778417015
-74.0033391735,40.6887335909
-73.8774752818,40.7269952155
-73.8318653439,40.6234863286
-73.9166131459,40.8525860726
-74.2438357547,40.5365166006
-73.8718718494,40.637701716
-73.8991140826,40.6714982654
-74.0909174205,40.6383262496
-73.9833293796,40.7171359146
-73.8177318411,40.8400127928
-74.1707206025,40.5920045873
-73.7964516781,40.6764368586
-73.9386082291,40.6687642015
-73.9140995843,40.6520728221
-73.8358804365,40.8224973189
-73.8696015491,40.7435730327
-73.9160196385,40.7694047549
-73.8743502993,40.8407284689
-74.1970650867,40.6333172933
-73.9242771233,40.7333250411
-73.7919765872,40.7704297304
-73.9042905446,40.8060224371
-73.7888998691,40.6965315843
-73.7598963305,40.6923498714
-73.8061942543,40.6579457028
-73.8517900061,40.6101978322
-73.8605193208,40.8285253277
-74.2016056614,40.5572758522
-73.9526577429,40.6923292162
-73.8550136993,40.6841489103
-73.8535257387,40.6707277522
-74.1242510767,40.6199823774
-74.1715416433,40.5263468564
-73.9731006575,40.57644789
-73.8912755178,40.7332839776
-73.8391091781,40.6658087429
-74.2198631087,40.5078679443
-73.9160701495,40.873882841
-73.8158828055,40.6097731228
-73.9452774657,40.6728832265
-73.9445831118,40.6184394816
-73.9412178412,40.6609446781
-73.8530502374,40.6814656736
-73.7321720076,40.6711156138
-73.8226104034,40.8481308649
-73.8659519554,40.6871704176
-73.7838890891,40.6563659857
-73.7870243063,40.6139229642
-73.9959125355,40.7308653498
-73.9708149158,40.7636726886
-73.8587368058,40.7041459456
-73.8216881742,40.8738154547
-73.9313336641,40.6106855536
-73.9500638523,40.5776847156
-73.9328329983,40.7001693106
-73.8274858772,40.6499851303
-73.7979469749,40.6448195952
-73.8887571744,40.9007074429
-73.9030941731,40.7597728042
-74.0763787454,40.5975306363
-73.8825958049,40.7498128672
-74.1087492873,40.6119813094
-74.1865839395,40.5947432993
-73.9809544708,40.7602947958
-73.7637740045,40.7527628871
-74.1508525812,40.5833888102
-73.9962876269,40.7326991294
-73.8585798299,40.7433918971
-73.8773699892,40.6463146708
-73.988458875,40.6883669826
-73.7925934308,40.8763277944
-73.8227721903,40.8159289076
-73.7515118107,40.7209269949
-74.1663597682,40.6055558936
-73.8888766108,40.8749608665
-73.8234957246,40.7408218943
-73.9522434281,40.7512365599
-74.0059985118,40.7413869205
-73.8060891358,40.7759547619
-73.9312507045,40.7193242723
-74.1510112582,40.6264706563
-73.787024737,40.7199189937
-74.0890257393,40.5855720449
-73.7615415613,40.652521973
-73.8714404238,40.8490679485
-73.7451246014,40.6872587166
-73.9909293592,40.7016071532
-73.9444704784,40.6161785377
-73.7637751525,40.6854861138
-73.8370417809,40.8276002096
-73.9881050903,40.7023383082
-73.8836730639,40.8552457178
-73.944898151,40.6512351456
-73.8379825833,40.6518258876
-74.0396557159,40.6143140653
-73.9686281544,40.6728658189
-74.2485879053,40.5156319087
-73.7978953557,40.8811015239
-73.9858104293,40.6985454733
-73.8509020149,40.664650815
-73.7827507459,40.7794792181
-73.7515139292,40.7609912744
-73.9673964797,40.7007881533
-73.9070091953,40.7248714733
-73.9223055338,40.8243594617
-73.7474458018,40.7491422584
-73.7661517663,40.608625128
-73.8180820615,40.7457699121
-73.9513304995,40.7253285748
-73.9562608433,40.7337264135
-73.973354799,40.6949385226
-73.9287003731,40.5978866235
-74.0229896474,40.684714673
-73.7779240094,40.6965642228
-73.8981556042,40.6179410738
-74.1737716563,40.6441248887
-73.9685480722,40.594896783
-73.7888839741,40.8352020582
-73.7976643266,40.6514922315
-73.9295797794,40.6395868911
-73.8543962163,40.5770827311
-73.7885847367,40.7770990504
-73.8557546175,40.6567604529
-73.8057738194,40.710162983
-74.1693733225,40.6237869503
-73.9324393667,40.677270753
-73.8049187662,40.8115440293
-73.7296515966,40.7319316956
-73.8166453117,40.6834620862
-73.9292178263,40.7756027052
-73.7822713763,40.6665100025
-74.1034194395,40.5703034231
-73.9285353205,40.7230304762
-74.1864481083,40.6008481293
-73.8771002079,40.7367885192
-73.7799247381,40.6038622592
-73.816720892,40.7107045508
-73.869111451,40.6913086219
-73.9075290729,40.607961154
-73.926870246,40.8262579671
-74.1946882274,40.5556874192
-73.9634133867,40.808003936
-73.9085844046,40.7094784356
-73.9422706076,40.7332452854
-73.9362065056,40.7308552804
-74.2309960242,40.5345384315
-73.8069053562,40.6717317734
-73.8975531187,40.711465873
-73.8403472506,40.6628352848
-74.1931706517,40.5672792508
-73.765177105,40.6433447655
-73.834631267,40.6552342385
-73.8295226036,40.6932972966
-73.889891933,40.5625291516
-73.9482319675,40.7969266076
-73.801225443,40.6167959982
-73.7440230645,40.6566875297
-73.834471929,40.8612027242
-74.0840254586,40.5917636224
-73.8273880155,40.7812710201
-74.0005931695,40.6332586265
-73.7611749331,40.7581305106
-73.7599802057,40.7337636208
-73.7160216096,40.7591283795
-73.7895614537,40.6654845957
-73.8368878629,40.8246809333
-73.8239998691,40.700025462
-74.1789090863,40.5528946863
-73.8653672109,40.6764283289
-73.934210197,40.723387263
-73.7710981043,40.685634615
-73.8831075662,40.7119306329
-73.8581196072,40.67955379
-73.9562150461,40.7062867418
-73.7544068997,40.6681514492
-73.8388608464,40.7200661249
-73.8435550077,40.6620975662
-73.9606447984,40.6597443222
-73.9577421191,40.7542534863
-73.7830787985,40.6959987211
-73.7686467768,40.639561581
-74.1337846717,40.5945401878
-73.7520601773,40.7660361447
-74.0631108917,40.6056272539
-73.8964193642,40.6955989283
-73.7427851584,40.7663308884
-73.756564672,40.7094774063
-74.1855611681,40.6183996648
-73.8435306881,40.8714991538
-73.9917327382,40.6663531563
-73.8930881166,40.8645453247
-74.0142412679,40.6362983338
-74.1337493473,40.6257174477
-74.0785866486,40.5887758319
-73.9687508324,40.5907778619
-73.9985777047,40.6259314392
-73.9899009301,40.6220012097
-73.8071975498,40.7794327026
-73.9075525925,40.8865099526
-73.8829920629,40.600376851
-73.846597757,40.7311066972
-73.9019957608,40.8158237288
-74.2235261446,40.5294844701
-74.2420175068,40.5112953173
-73.7508450098,40.7054953921
-73.7278894029,40.7005937784
-73.9805818409,40.6670078621
-73.9089601243,40.8153829939
-73.9579781513,40.6833811552
-74.0949365705,40.6177673421
-73.9306323824,40.6874622958
-74.1084464801,40.6092970893
-73.9266992111,40.651028309
-74.0836756609,40.5724923303
-73.8950898902,40.6670305482
-73.7779669192,40.5920215049
-73.9744810518,40.6776826063
-74.2386813813,40.5283535577
-74.1028956795,40.564486358
-74.1610563011,40.6079380867
-73.7779414591,40.7526168605
-73.7956220361,40.7897875982
-73.8885950932,40.8355294213
-73.7478934998,40.765725958
-74.0958683287,40.6065173149
-73.9964537192,40.6969696809
-73.9710478093,40.7466943125
-73.8645635007,40.8190967818
-73.7674292796,40.7698135609
-73.7589534918,40.6383300604
-73.9278710335,40.6876355454
-73.9414045544,40.790914217
-73.8475142788,40.8276131773
-73.953443232,40.6210875527
-73.9728237057,40.7271745304
-73.9065795812,40.8838239337
-74.1341175206,40.5536224557
-73.9410576191,40.7163388752
-73.8633195586,40.8285083149
-73.9007035007,40.6267855463
-73.7899041258,40.6503572183
-73.9704647131,40.7032456497
-73.9915465991,40.6380610274
-73.8997586767,40.6588181647
-74.1422553669,40.5429964245
-73.8809290004,40.7058319369
-73.8613956509,40.6686696349
-74.1862300173,40.6051913468
-73.9572338607,40.7550805875
-73.9607910867,40.7177402457
-73.7356565663,40.7513266212
-73.7719940868,40.7513989848
-73.9291871284,40.6060108409
-73.87689215,40.7111565498
-73.830848929,40.8806228422
-73.9898030288,40.7716968005
-73.8512146975,40.8775053599
-73.8278539312,40.8764938447
-73.815653465,40.7478455383
-73.9547844321,40.7763963069
-73.9395801038,40.7487440252
-73.9536132688,40.607997569
-73.838852772,40.7264082746
-73.9096127141,40.8676407496
-73.906428348,40.6652872539
-73.8387477208,40.7349916712
-73.8268812154,40.8875981877
-73.8227551818,40.8265614221
-73.7362233188,40.7317636853
-73.7668058274,40.6556938222
-73.8586383067,40.7379637811
-74.1760310864,40.5957022419
-74.0323866373,40.6413821188
-73.9074972954,40.6672417156
-73.9895139734,40.5845470281
-73.9893160766,40.7622283754
-73.901524266,40.8747733547
-73.9111946734,40.7583865418
-73.8311272283,40.8370035887
-73.8510150895,40.7341911647
-73.8613787761,40.900116687
-73.9096634655,40.7368108381
-73.8933019085,40.846936374
-73.8267195254,40.6607435233
-73.8991293532,40.861569058
-73.7695598293,40.7672213287
-73.983531208,40.5918851199
-73.8939103927,40.6277697719
-74.2414186939,40.5112357887
-73.9539108156,40.5911753703
-73.8865176512,40.8163611967
-73.9120727462,40.7364354555
-74.1120252854,40.580894785
-74.1434021439,40.5582988118
-74.2407969511,40.5225552313
-73.9362853979,40.5488629348
-73.9939659493,40.7721374242
-73.9230425665,40.5916929484
-73.7416517359,40.7494104469
-73.7829033643,40.6649075228
-73.9401294727,40.6786181793
-73.9737563656,40.7931144212
-73.7649064214,40.695855111
-73.8553955464,40.8666619438
-73.9618400207,40.6676117471
-73.9003015342,40.6966809007
-73.9003813192,40.6326307843
-73.9411482389,40.7870243144
-73.9327252705,40.7290433395
-73.9763096084,40.622652912
-73.9077091616,40.7833782805
-73.9122638951,40.8766062508
-73.9200743661,40.5611414731
-73.7812545225,40.7576277472
-73.810081442,40.7231393536
-73.7439375366,40.6896560596
-73.995735136,40.6800149798
-73.7415632088,40.6935217092
-74.1192002232,40.5552151715
-73.8592403862,40.8130807364
-73.9348848162,40.7730537027
-73.9352571859,40.8547153748
-73.9293997685,40.7267193124
-73.7752082378,40.7935029153
-73.7869860846,40.7447187254
-74.1504684771,40.6149552612
-74.1017090749,40.5571496394
-73.8638736238,40.6911643537
-73.9543716605,40.7165230891
-73.8567700616,40.8118205418
-74.1965438036,40.5754086515
-73.7898462505,40.7639019087
-74.1719730007,40.5512018064
-73.9543771009,40.6413275175
-73.8252071004,40.737952485
-73.8618677958,40.6791883103
-74.1443328299,40.5775088616
-73.9974934619,40.6068138536
-73.9177759077,40.6878887523
-73.8071960581,40.8211654461
-73.878300467,40.8293789602
-73.8813637968,40.9011917324
-74.1149140414,40.5761151336
-73.9878711555,40.7093319052
-74.1648062572,40.566594715
-74.141916173,40.5496167436
-74.0118129062,40.6142544447
-73.9098573246,40.6659841083
-73.8792118369,40.8236045542
-73.9136430987,40.6171986691
-73.9054170092,40.6785658062
-73.9906713135,40.6043299919
-73.8387731211,40.8520310514
-73.9455394505,40.6768450448
-74.0719982099,40.5931635052
-73.9240948659,40.8735245401
-73.863024994,40.8201943474
-73.87462534,40.7259411057
-73.8864957846,40.7591621861
-73.7882094883,40.6882225492
-74.0127676562,40.6490847181
-74.2232951551,40.5506995457
-73.9792054175,40.5880481624
-73.9641485236,40.6135177242
-74.1963369095,40.5361664164
-73.8820111688,40.8193916959
-73.9471882713,40.5932750114
-73.7783779421,40.692397069
-73.8144848688,40.8200088254
-73.9392405774,40.635412325
-74.0187984474,40.6533479958
-73.7907646094,40.70141498
-73.9168138814,40.8734650385
-73.9281132433,40.711131134
-73.9684924657,40.610214491
-73.9691330497,40.6409783397
-74.1220801538,40.563609956
-73.8218689634,40.79634824
-73.8619669586,40.8733175347
-73.92437036,40.8413005786
-74.1923561271,40.5258911053
-73.8788936874,40.8805922779
-73.8812999373,40.9052960866
-73.8255995646,40.7399438796
-73.8840061164,40.5833994965
-73.927331238,40.8352952494
-73.8131083828,40.7843053837
-73.818781183,40.7459952366
-73.8957349227,40.6866101961
-73.777848748,40.7247390787
-73.8215417944,40.7202308408
-74.0909472004,40.6126618554
-73.9952771019,40.6118222081
-74.1719408594,40.5665668821
-73.9022273158,40.9073676576
-73.9446953265,40.6717797801
-73.8624332782,40.6978101303
-73.7858102877,40.6224627728
-73.8850004584,40.5950377642
-73.9177149437,40.6199974651
-73.9935259703,40.6274359407
-74.1195037344,40.6245577993
-74.1290549214,40.5758468699
-73.8282418267,40.5802143659
-73.7332396277,40.6934917791
-73.7430859382,40.7664108497
-73.8276291702,40.7671485632
-74.0996581386,40.5777981643
-73.7684227303,40.7762769285
-73.8550688509,40.6972384931
-73.864683399,40.8884426996
-73.8499563708,40.848095379
-73.8283598025,40.8885312137
-74.0834148648,40.6324881208
-73.8216186433,40.6700057882
-73.9301431081,40.6739138412
-73.987749744,40.6095213797
-73.858231591,40.8988246179
-74.1308057898,40.5891309477
-73.9932568128,40.7185474578
-73.8842769504,40.7514012929
-73.9614481372,40.6446315528
-73.7529097841,40.6989783633
-73.8904346313,40.8136394225
-74.0697706944,40.6206387072
-73.9329318136,40.668480567
-74.0031006763,40.6371465184
-74.1945519531,40.5421722681
-73.8096248454,40.7495954061
-74.1543790711,40.5381435277
-73.9278172319,40.7753307581
-73.8782123448,40.8865474403
-73.9722982695,40.6265137192
-73.9260813812,40.6558328309
-74.1086024713,40.6140788445
-73.9283371039,40.5934430271
-73.9566080975,40.6027928265
-73.8789335534,40.678236182
-73.876019583,40.7058429468
-73.7876318904,40.6758937389
-73.924663536,40.7071330823
-73.8001397693,40.7700112342
-73.8163091501,40.8885628635
-73.8046396721,40.7159625366
-73.9881456133,40.6813576858
-73.9332037275,40.6320513903
-73.9939418853,40.6092203705
-73.8118026184,40.7265691276
-73.8273985292,40.8146901012
-73.9621894228,40.6635626976
-73.733368764,40.662905195
-73.8084517495,40.8594289176
-73.9268985864,40.8568670231
-73.8923157279,40.8756380663
-73.7694020751,40.7002688122
-74.1041739059,40.6019762718
-73.9108323238,40.6381452017
-73.7708723381,40.6283384811
-73.8563163716,40.6630915072
-73.9089372561,40.6470799316
-73.7355408644,40.6913147856
-73.7749986055,40.7843500056
-73.772096828,40.7382357694
-73.836552907,40.7005343918
-73.7449058231,40.7313621509
-73.8815029355,40.7172953297
-73.8877191357,40.7561853059
-74.1797756289,40.6427339101
-73.9151241037,40.8730534176
-73.9976603256,40.6242421004
-73.9297074271,40.6268423918
-74.0669284545,40.5991283384
-74.0768749196,40.6203240409
-73.7636429242,40.7059330213
-73.9936633585,40.7110781368
-73.9374814093,40.5917462044
-73.730772197,40.6591425938
-74.0013972821,40.7556356211
-73.9815166364,40.6971747151
-73.7641253205,40.7292172091
-73.8490289946,40.6894151777
-73.752995992,40.7147477039
-73.8939186376,40.8244109206
-73.9639534421,40.6566270126
-73.9057537808,40.7315921539
-73.9527533688,40.6087290891
-73.8780877516,40.8381102417
-73.902794202,40.8385284008
-73.9749221474,40.5843533268
-73.8904380594,40.6754257625
-73.9328619828,40.8583032591
-73.8566866282,40.837213349
-73.983966849,40.6358986863
-73.8822649424,40.5859618785
-73.8497888638,40.7882212378
-73.7930342022,40.766120148
-73.8885411841,40.7517409316
-74.1674715062,40.5454609937
-73.7447497726,40.6592909234
-74.0643315762,40.5995406566
-73.811998467,40.7695539931
-73.8956474666,40.6324619734
-73.8848881975,40.7131116917
-73.8409161298,40.8838577491
-73.8873134678,40.8830326812
-73.9522172288,40.6395151154
-73.9156245041,40.6213605889
-73.8454270268,40.6647949696
-73.902251707,40.8456087019
-73.9338955969,40.6688946394
-73.9109647316,40.7733103366
-73.7996144984,40.7734288525
-73.9109599084,40.9030716235
-74.1404414547,40.6099313588
-73.8143170848,40.7743586233
-73.9353055584,40.5984660075
-73.9070277367,40.7831903703
-73.8088000968,40.7246797103
-74.1182147438,40.6287067742
-74.1129651199,40.627304347
-73.9728430326,40.7885160753
-74.1866130269,40.6154243323
-73.833296197,40.8768296808
-73.7601430453,40.6551023905
-73.8430634122,40.6726541436
-73.9567414104,40.6905727842
-74.0269293721,40.6433592178
-73.945639868,40.6870279495
-74.0011606059,40.7087277202
-73.8755884403,40.6854013345
-73.7772679435,40.6838279653
-74.2212171288,40.539853142
-73.9405600517,40.7088685374
-73.9809374681,40.7720029303
-73.8210765114,40.6659007572
-74.0093830692,40.6031222358
-73.9927045536,40.6037894472
-73.874899721,40.7394025134
-73.8507190927,40.7379692924
-73.9891236887,40.5921454307
-73.9455733717,40.6545373665
-73.9202892633,40.6208860563
-73.9569475881,40.7976666625
-74.010056542,40.6148525293
-73.8548276889,40.7300623828
-74.2147690092,40.5542184498
-73.9219814883,40.6417816324
-73.8577929614,40.6866319849
-73.9737833805,40.6467832661
-73.8164235975,40.7420514206
-73.7449545948,40.6057731555
-73.9989989862,40.7534673256
-73.8938398548,40.5925106595
-73.7474748779,40.6686268972
-73.9167983077,40.6795774178
-73.9782116048,40.7298437218
-73.9501667448,40.6711888549
-73.7466276521,40.7226048275
-74.1723905268,40.5964081437
-73.9051781217,40.7176430099
-74.1484248726,40.6187145082
-73.8854402597,40.5602868412
-73.8583041428,40.7491724118
-73.9468698603,40.7801122538
-73.9447472846,40.8302019319
-73.7658787719,40.7424829331
-73.8440232353,40.5773841879
-73.8740900928,40.7100574849
-74.1747375696,40.5225511279
-73.7618788042,40.6898868221
-73.8773408995,40.7563181173
-73.8764381674,40.616438914
-74.1872159277,40.5907033658
-73.8167298213,40.8312642392
-73.8523869051,40.693692953
-73.9691491165,40.7559674183
-73.9077177222,40.6574205639
-74.1672718174,40.5853499002
-73.9470703916,40.7731626484
-73.9301545129,40.8293602844
-73.994850593,40.7540205173
-74.2352519921,40.5270545185
-73.7405236197,40.7579509147
-73.9522396706,40.6755651414
-73.8833114325,40.5842619871
-73.7729770342,40.7664670951
-73.7701232492,40.6483255168
-73.9023590035,40.7408961168
-73.9467914455,40.6590931082
-74.1672247514,40.5837628985
-74.0546994755,40.5783573584
-73.9124315635,40.6207892929
-74.0222471764,40.6127018939
-73.7137942812,40.7358788343
-73.8133580756,40.7829790402
-73.7748962564,40.7532078003
-73.904840811,40.6320200699
-73.8750775123,40.8857497361
-73.9523194621,40.6175804561
-74.2297545329,40.5408286375
-73.8144663805,40.7586909707
-73.9006298556,40.7035314002
-73.9781270913,40.591124234
-74.1906035304,40.5795207595
-73.8788422733,40.8792271075
-73.8756862414,40.8160024369
-73.818348588,40.6631006398
-73.9240806346,40.5942605591
-73.7665841423,40.7410319561
-74.175409309,40.5711553809
-73.8345983713,40.8180422225
-73.8229212527,40.8227503184
-73.920395632,40.6529124755
-73.876427251,40.8574542513
-73.857427207,40.6325457485
-73.849672228,40.8520653507
-73.9524102381,40.8193293239
-74.0102387739,40.7341734707
-74.0928230935,40.6168353472
-73.8857558031,40.8065911158
-73.8435341131,40.6554539201
-73.8516848953,40.6223888233
-73.7829957145,40.6267833854
-74.1622745235,40.6248548691
-73.9227645976,40.6436269096
-73.9557798584,40.7400895494
-73.8966936243,40.807066319
-73.8733546014,40.6609797231
-73.97935765,40.731916804
-73.8922235552,40.7376208278
-73.9051089859,40.8819169843
-74.147648904,40.6285807277
-73.9937568597,40.5920187598
-74.1822594751,40.5499032966
-73.7335468425,40.7625249847
-73.908291895,40.8787543012
-74.0113555399,40.7090913721
-73.7982734867,40.7827377181
-73.9242138263,40.6619207222
-74.1129134431,40.6025196945
-73.8746180481,40.8509165562
-73.8148186992,40.8830956762
-74.018695874,40.6364057047
-73.8480462666,40.8712487507
-73.8545194985,40.9084099326
-74.1484675262,40.6073982363
-73.7566680483,40.6091213784
-74.0705854996,40.6130403929
-73.8769159693,40.7542991623
-74.0058375712,40.6727514781
-73.958277264,40.728287971
-73.9202052069,40.8533529405
-73.8215809847,40.6310973435
-73.849845355,40.8939985725
-73.8470527031,40.8991526211
-73.971469167,40.6444309029
-73.8385359096,40.7126252053
-74.0872206563,40.5929865575
-73.7916146696,40.6608808267
-73.8564752088,40.8131936869
-74.1854774893,40.6427831983
-73.9911394871,40.6733832065
-74.2042650427,40.5325180189
-73.8236522585,40.5832270225
-73.9447550407,40.8249733591
-73.9222970764,40.7542507668
-74.15551979,40.6149790274
-73.7426737665,40.7580530861
-73.82171209,40.6800536832
-73.9033401574,40.8560160395
-74.2068101699,40.5516815001
-73.9238877582,40.7128297034
-73.8041307881,40.7322628623
-73.8511799412,40.6562699516
-73.9139504379,40.6182212489
-73.9162195655,40.5943290199
-73.7843303401,40.6668287316
-73.8149934679,40.6770230352
-73.8707251034,40.6203250949
-74.1742776722,40.5226702332
-73.7973056321,40.7213416369
-74.2025147602,40.5881218615
-73.8586498209,40.748031756
-73.9191071248,40.6082570153
-73.7785644123,40.6617242328
-73.9551995986,40.7972315994
-73.8526894637,40.7338257866
-73.9542958608,40.7221241161
-74.1574208677,40.588205267
-73.7567563626,40.7404736353
-73.8925132999,40.5644675019
-73.9386166131,40.6525014087
-74.0957500037,40.5952764446
-73.8413426496,40.9016477848
-74.0211866343,40.6048760159
-73.961426013,40.7623807368
-73.9839896936,40.7181183819
-73.89400497,40.8402174237
-74.210481258,40.522119843
-73.747244662,40.7644959537
-73.9643710173,40.6028427479
-73.791058943,40.7589039856
-73.895005748,40.7696014997
-73.8734291529,40.8153666597
-74.1862765123,40.5722966892
-73.8931799609,40.7523966322
-73.8657973087,40.8767328732
-73.8027213437,40.7895798921
-73.9192343016,40.6761128788
-73.7668375473,40.7297175341
-73.8653657699,40.6746619107
-73.937295362,40.5863947241
-73.8597688252,40.7373335501
-73.7349964122,40.670037179
-74.0130178621,40.6503850727
-73.9823370332,40.5958469001
-73.807299557,40.6572152946
-73.9530956143,40.640239345
-73.7058015218,40.748920193
-73.8546905301,40.6208536241
-73.8230957929,40.7892162998
-73.7821667119,40.7897863902
-73.8768446205,40.7590357872
-73.9888752176,40.7637406388
-73.7280056931,40.7294396921
-73.8152299252,40.7499656774
-73.879724438,40.8299587557
-73.7740943649,40.7503882923
-74.133476968,40.606505413
-73.8090205531,40.6789462588
-74.211129075,40.5510306461
-73.9685515574,40.6204765554
-74.0043901171,40.6700753624
-74.1629412598,40.5940125382
-74.1839367281,40.5429318521
-74.1361381317,40.6213135832
-73.9370789462,40.6664874755
-74.0058340733,40.6751813568
-74.1514276369,40.6019749822
-73.9818320044,40.6001481534
-73.7172973644,40.7423918077
-73.8879789657,40.7000928657
-73.7507218592,40.7351201214
-73.8877516631,40.8104032339
-73.918100942,40.6957322546
-73.9550804175,40.6382382197
-73.9285746904,40.8235639573
-73.8780038001,40.671677669
-73.8069820964,40.6683197967
-73.8954181227,40.8161914018
-73.9123281136,40.8404982519
-74.1116967435,40.5641477619
-73.7331579266,40.7531342153
-73.7298006583,40.7085226838
-73.8757101009,40.6587126188
-73.9228143337,40.7443462092
-73.9126190949,40.7176786719
-74.088528698,40.6118057631
-73.9252181399,40.6567690493
-73.8228613314,40.5855511478
-74.0143614132,40.6364607085
-73.9781162219,40.7391526832
-73.9103836537,40.6340930659
-73.7860474339,40.7097997997
-74.1143234234,40.6253776428
-74.1138308145,40.6080089504
-73.8443675141,40.825984911
-73.7755985701,40.6384254064
-73.945809927,40.7962443057
-73.8916646504,40.5978770449
-73.739872313,40.7467360942
-73.9020582257,40.8139919633
-73.8409581346,40.8807331
-74.2390679646,40.5377675929
-74.1188294867,40.5630687044
-73.761074855,40.6757024932
-74.242239262,40.5411857048
-73.9458724683,40.635449242
-74.1343108216,40.59570284
-73.9317762381,40.7761954048
-73.9026040802,40.658707465
-74.0623567027,40.6019705117
-73.8077915863,40.6903641947
-73.8226402288,40.8861976167
-73.9982236893,40.7096710506
-73.851768297,40.7253183672
-74.0984990811,40.5647838689
-73.7828279967,40.6561852939
-73.9715522873,40.8035126539
-74.0030621409,40.6013288545
-73.9014633892,40.8509947417
-73.8821874794,40.7297252885
-73.9540659711,40.5937257653
-74.1148964338,40.6180150673
-74.0169329762,40.6382328545
-73.88581077,40.8454542008
-73.8723482877,40.7748086993
-73.9308857681,40.7600181544
-73.8374316877,40.8517107493
-73.8242667187,40.7482493586
-73.8159489573,40.7449300184
-73.9125515643,40.6661245598
-73.8086349221,40.7095288145
-73.7832265353,40.7566222407
-73.9545429118,40.6231128906
-73.8779554307,40.6205008735
-73.8774528781,40.7623555578
-73.8275506967,40.8479285895
-73.9633548896,40.6841467478
-73.7081349669,40.7527959515
-73.9146907303,40.759180525
-74.2022263265,40.5531610541
-73.9679964078,40.6198440333
-73.9083946682,40.7020860829
-73.9131281865,40.8863467365
-73.9979964744,40.6297498869
-73.7979803375,40.7645208888
